filename,path,channels,depth,height,width,spacing_z,spacing_y,spacing_x
sub-OAS30048_ses-d5643_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30048/ses-d5643/sub-OAS30048_ses-d5643_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30049_ses-d0013_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30049/ses-d0013/sub-OAS30049_ses-d0013_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30049_ses-d1633_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30049/ses-d1633/sub-OAS30049_ses-d1633_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30049_ses-d0013_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30049/ses-d0013/sub-OAS30049_ses-d0013_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30049_ses-d2933_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30049/ses-d2933/sub-OAS30049_ses-d2933_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30049_ses-d1633_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30049/ses-d1633/sub-OAS30049_ses-d1633_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30049_ses-d2933_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30049/ses-d2933/sub-OAS30049_ses-d2933_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30050_ses-d0110_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30050/ses-d0110/sub-OAS30050_ses-d0110_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30050_ses-d1530_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30050/ses-d1530/sub-OAS30050_ses-d1530_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d0693_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d0693/sub-OAS30052_ses-d0693_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d1296_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d1296/sub-OAS30052_ses-d1296_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d0693_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d0693/sub-OAS30052_ses-d0693_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d2709_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d2709/sub-OAS30052_ses-d2709_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d0693_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d0693/sub-OAS30052_ses-d0693_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d2737_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d2737/sub-OAS30052_ses-d2737_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d0693_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d0693/sub-OAS30052_ses-d0693_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d4235_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d4235/sub-OAS30052_ses-d4235_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d1296_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d1296/sub-OAS30052_ses-d1296_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d2709_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d2709/sub-OAS30052_ses-d2709_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d1296_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d1296/sub-OAS30052_ses-d1296_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d2737_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d2737/sub-OAS30052_ses-d2737_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d1296_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d1296/sub-OAS30052_ses-d1296_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d4235_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d4235/sub-OAS30052_ses-d4235_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d2709_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d2709/sub-OAS30052_ses-d2709_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d2737_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d2737/sub-OAS30052_ses-d2737_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d2709_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d2709/sub-OAS30052_ses-d2709_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d4235_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d4235/sub-OAS30052_ses-d4235_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d2737_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d2737/sub-OAS30052_ses-d2737_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30052_ses-d4235_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30052/ses-d4235/sub-OAS30052_ses-d4235_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d1134_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d1134/sub-OAS30062_ses-d1134_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d1745_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d1745/sub-OAS30062_ses-d1745_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d1134_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d1134/sub-OAS30062_ses-d1134_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d3432_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d3432/sub-OAS30062_ses-d3432_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d1134_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d1134/sub-OAS30062_ses-d1134_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d3469_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d3469/sub-OAS30062_ses-d3469_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d1134_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d1134/sub-OAS30062_ses-d1134_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d4097_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d4097/sub-OAS30062_ses-d4097_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d1134_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d1134/sub-OAS30062_ses-d1134_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d4447_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d4447/sub-OAS30062_ses-d4447_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d1745_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d1745/sub-OAS30062_ses-d1745_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d3432_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d3432/sub-OAS30062_ses-d3432_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d1745_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d1745/sub-OAS30062_ses-d1745_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d3469_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d3469/sub-OAS30062_ses-d3469_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d1745_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d1745/sub-OAS30062_ses-d1745_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d4097_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d4097/sub-OAS30062_ses-d4097_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d1745_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d1745/sub-OAS30062_ses-d1745_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d4447_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d4447/sub-OAS30062_ses-d4447_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d3432_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d3432/sub-OAS30062_ses-d3432_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d3469_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d3469/sub-OAS30062_ses-d3469_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d3432_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d3432/sub-OAS30062_ses-d3432_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d4097_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d4097/sub-OAS30062_ses-d4097_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d3432_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d3432/sub-OAS30062_ses-d3432_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d4447_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d4447/sub-OAS30062_ses-d4447_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d3469_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d3469/sub-OAS30062_ses-d3469_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d4097_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d4097/sub-OAS30062_ses-d4097_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d3469_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d3469/sub-OAS30062_ses-d3469_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d4447_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d4447/sub-OAS30062_ses-d4447_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d4097_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d4097/sub-OAS30062_ses-d4097_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30062_ses-d4447_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30062/ses-d4447/sub-OAS30062_ses-d4447_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30065_ses-d0548_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30065/ses-d0548/sub-OAS30065_ses-d0548_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30065_ses-d2009_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30065/ses-d2009/sub-OAS30065_ses-d2009_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30066_ses-d0524_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30066/ses-d0524/sub-OAS30066_ses-d0524_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30066_ses-d2006_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30066/ses-d2006/sub-OAS30066_ses-d2006_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30066_ses-d0524_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30066/ses-d0524/sub-OAS30066_ses-d0524_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30066_ses-d2740_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30066/ses-d2740/sub-OAS30066_ses-d2740_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30066_ses-d2006_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30066/ses-d2006/sub-OAS30066_ses-d2006_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30066_ses-d2740_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30066/ses-d2740/sub-OAS30066_ses-d2740_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30071_ses-d0018_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30071/ses-d0018/sub-OAS30071_ses-d0018_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30071_ses-d0055_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30071/ses-d0055/sub-OAS30071_ses-d0055_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30071_ses-d0018_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30071/ses-d0018/sub-OAS30071_ses-d0018_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30071_ses-d1627_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30071/ses-d1627/sub-OAS30071_ses-d1627_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30071_ses-d0055_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30071/ses-d0055/sub-OAS30071_ses-d0055_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30071_ses-d1627_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30071/ses-d1627/sub-OAS30071_ses-d1627_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30073_ses-d1587_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30073/ses-d1587/sub-OAS30073_ses-d1587_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30073_ses-d2042_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30073/ses-d2042/sub-OAS30073_ses-d2042_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30073_ses-d1587_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30073/ses-d1587/sub-OAS30073_ses-d1587_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30073_ses-d2851_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30073/ses-d2851/sub-OAS30073_ses-d2851_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30073_ses-d1587_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30073/ses-d1587/sub-OAS30073_ses-d1587_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30073_ses-d3670_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30073/ses-d3670/sub-OAS30073_ses-d3670_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30073_ses-d1587_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30073/ses-d1587/sub-OAS30073_ses-d1587_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30073_ses-d4456_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30073/ses-d4456/sub-OAS30073_ses-d4456_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
sub-OAS30073_ses-d2042_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,/mimer/NOBACKUP/groups/brainage/data/oasis3/derivatives/mriprep/sub-OAS30073/ses-d2042/sub-OAS30073_ses-d2042_space-MNI152NLin2009cAsym_desc-brain_T1w.nii.gz,1,193,229,193,1.0,1.0,1.0
